0.1,2.33
0.200004,2.03
0.3,2.01
0.4,2.0
0.5,1.81
0.6,2.32
0.7,4.29
0.8,4.81
0.9,4.81
1.0,4.81
1.1,4.81
1.2,4.81
1.3,3.51
1.4,2.84
1.5,2.51
1.6,4.81
1.7,4.81
1.8,4.81
1.9,4.81
2.0,4.81
2.1,4.81
2.2,4.5
2.3,2.67
2.4,1.99
2.5,1.99
2.6,2.24
2.7,2.45
2.8,2.67
2.9,2.74
3.0,2.78
3.1,2.71
3.2,2.54
3.3,2.45
3.400004,2.33
3.5,2.27
3.6,2.19
3.7,2.18
3.8,2.36
3.9,2.3
4.0,2.18
4.1,2.12
4.2,2.01
4.3,1.97
4.4,2.09
4.5,2.24
4.6,2.26
4.7,2.22
4.8,2.17
4.9,2.14
5.0,2.12
5.1,2.13
5.2,2.17
5.3,2.17
5.4,2.19
5.5,2.32
5.6,2.39
5.7,2.38
5.8,2.32
5.9,2.15
6.0,2.03
6.1,1.93
6.2,1.89
6.3,1.86
6.4,1.79
6.5,1.8
6.600004,1.82
6.7,1.73
6.8,1.78
6.9,1.77
7.0,1.77
7.1,1.77
7.2,1.74
7.3,1.7
7.4,1.72
7.5,1.68
7.6,1.67
7.7,1.66
7.8,1.65
7.9,1.66
8.0,1.64
8.1,1.68
8.2,1.62
8.3,1.63
8.4,1.63
8.5,1.64
8.6,1.65
8.7,1.6
8.8,1.62
8.9,1.6
9.0,1.57
9.1,1.57
9.2,1.57
9.3,1.55
9.4,1.54
9.5,1.51
9.6,1.49
9.7,1.49
9.800004,1.47
9.9,1.5
10.0,1.52
10.1,1.58
10.2,1.61
10.3,1.64
10.4,1.67
10.5,1.68
10.6,1.68
10.7,1.71
10.8,1.71
10.9,1.69
11.0,1.67
11.1,1.66
11.2,1.7
11.3,1.7
11.4,1.72
11.5,1.7
11.6,1.71
11.7,1.73
11.8,1.72
11.9,1.68
12.0,1.69
12.1,1.73
12.2,1.72
12.3,1.69
12.4,1.71
12.5,1.7
12.6,1.73
12.7,1.69
12.8,1.72
12.9,1.71
13.000004,1.73
13.1,1.73
13.2,1.74
13.3,1.72
13.4,1.72
13.5,1.77
13.6,1.75
13.7,1.75
13.8,1.73
13.9,1.7
14.0,1.7
14.1,1.73
14.2,1.72
14.3,1.72
14.4,1.75
14.5,1.74
14.6,1.76
14.7,1.75
14.8,1.74
14.9,1.74
15.0,1.78
15.1,1.77
15.2,1.74
15.3,1.76
15.4,1.72
15.5,1.74
15.6,1.72
15.7,1.73
15.8,1.78
15.9,1.79
16.0,1.77
16.1,1.77
16.200004,1.75
16.3,1.76
16.4,1.75
