10.0,1.63
20.0,1.67
30.0,1.61
40.0,1.68
50.0,1.64
60.0,1.71
70.0,1.69
80.0,1.77
90.0,1.75
100.0,1.79
110.0,1.74
120.0,1.77
130.0,1.7
140.0,1.72
150.0,1.65
160.0,1.66
170.0,1.59
180.0,1.6
190.0,1.54
200.0,1.55
210.0,1.52
220.0,1.54
230.0,1.56
240.0,1.58
250.0,1.64
260.0,1.68
270.0,1.73
280.0,1.75
291.0,1.78
300.0,1.78
310.0,1.8
320.0,1.78
330.0,1.76
340.0,1.74
350.0,1.73
360.0,1.72
370.0,1.66
380.0,1.65
390.0,1.58
400.0,1.6
410.0,1.54
420.0,1.57
430.0,1.52
440.0,1.57
450.0,1.52
460.0,1.55
470.0,1.51
480.0,1.54
490.0,1.52
500.0,1.57
510.0,1.53
520.0,1.59
530.0,1.55
540.0,1.62
550.0,1.58
560.0,1.67
570.0,1.64
580.0,1.72
590.0,1.7
600.0,1.79
610.0,1.76
620.0,1.86
630.0,1.84
640.0,1.95
650.0,1.9
660.0,1.97
670.0,1.93
680.0,1.99
690.0,1.95
700.0,2.01
710.0,1.98
720.0,2.07
730.0,2.03
740.0,2.13
750.0,2.08
760.0,2.14
770.0,2.07
780.0,2.08
790.0,1.98
800.0,1.98
810.0,1.88
820.0,1.9
830.0,1.83
840.0,1.8
850.0,1.73
860.0,1.7
870.0,1.65
880.0,1.63
890.0,1.58
900.0,1.6
910.0,1.53
920.0,1.64
931.0,1.67
940.0,1.89
950.0,2.06
960.0,2.39
970.0,2.57
980.0,2.87
990.0,3.07
1000.0,3.43
1010.0,3.66
1020.0,4.03
1030.0,4.21
1040.0,4.54
1050.0,4.65
1060.0,4.81
1070.0,4.81
1080.0,4.81
1090.0,4.81
1100.0,4.81
1110.0,4.81
1120.0,4.81
1130.0,4.82
1140.0,4.82
1150.0,4.81
1160.0,4.81
1170.0,4.7
1180.0,4.62
1190.0,4.42
1200.0,4.36
1210.0,4.16
1220.0,4.11
1230.0,3.89
1240.0,3.83
1250.0,3.58
1260.0,3.48
1270.0,3.24
1280.0,3.13
1290.0,2.91
1300.0,2.81
1310.0,2.62
1320.0,2.55
1330.0,2.39
1340.0,2.33
1350.0,2.24
1360.0,2.16
1370.0,2.08
1380.0,2.0
1390.0,1.99
1400.0,1.92
1410.0,1.96
1420.0,1.92
1430.0,2.03
1440.0,1.99
1450.0,2.15
1460.0,2.14
1470.0,2.28
1480.0,2.27
1490.0,2.4
1500.0,2.35
1510.0,2.5
1520.0,2.44
1530.0,2.61
1540.0,2.56
1550.0,2.7
1560.0,2.62
1571.0,2.74
1580.0,2.65
1590.0,2.74
1600.0,2.65
1610.0,2.74
1620.0,2.62
1630.0,2.7
1640.0,2.58
1650.0,2.64
1660.0,2.51
1670.0,2.55
1680.0,2.43
1690.0,2.48
1700.0,2.38
1710.0,2.41
1720.0,2.29
1730.0,2.31
1740.0,2.19
1750.0,2.23
1760.0,2.14
1770.0,2.18
1780.0,2.08
1790.0,2.12
1800.0,2.02
1810.0,2.04
1820.0,1.97
1830.0,2.01
1840.0,1.94
1850.0,1.97
1860.0,1.92
1870.0,1.96
1880.0,1.87
1890.0,1.9
1900.0,1.82
1910.0,1.87
1920.0,1.8
1930.0,1.87
1940.0,1.79
1950.0,1.83
1960.0,1.76
1970.0,1.8
1980.0,1.76
1990.0,1.83
2000.0,1.78
2010.0,1.85
2020.0,1.79
2030.0,1.87
2040.0,1.8
2050.0,1.88
2060.0,1.82
2070.0,1.89
2080.0,1.84
2090.0,1.94
2100.0,1.88
2110.0,1.98
2120.0,1.91
2130.0,2.01
2140.0,1.94
2150.0,2.02
2160.0,1.96
2170.0,2.05
2180.0,1.97
2190.0,2.07
2200.0,1.98
2211.0,2.1
2220.0,2.03
2230.0,2.16
2240.0,2.09
2250.0,2.18
2260.0,2.11
2270.0,2.18
2280.0,2.09
2290.0,2.16
2300.0,2.05
2310.0,2.11
2320.0,2.01
2330.0,2.09
2340.0,2.0
2350.0,2.07
2360.0,2.0
2370.0,2.07
2380.0,1.98
2390.0,2.04
2400.0,1.94
2410.0,2.01
2420.0,1.92
2430.0,2.0
2440.0,1.91
2450.0,1.98
2460.0,1.91
2470.0,1.96
2480.0,1.89
2490.0,1.96
2500.0,1.89
2510.0,1.99
2520.0,1.9
2530.0,1.99
2540.0,1.91
2550.0,1.99
2560.0,1.92
2570.0,1.96
2580.0,1.89
2590.0,1.95
2600.0,1.87
2610.0,1.97
2620.0,1.88
2630.0,1.97
2640.0,1.91
2650.0,1.98
2660.0,1.95
2670.0,2.01
2681.0,1.94
2690.0,2.0
2700.0,1.91
2710.0,1.98
2720.0,1.9
2730.0,1.99
2740.0,1.91
2750.0,2.01
2760.0,1.94
2770.0,2.0
2780.0,1.92
2790.0,1.99
2800.0,1.91
2810.0,1.98
2820.0,1.9
2830.0,1.97
2840.0,1.89
2851.0,1.95
2860.0,1.88
2870.0,1.93
2880.0,1.85
2890.0,1.89
2900.0,1.8
2910.0,1.84
2920.0,1.76
2930.0,1.79
2940.0,1.73
2950.0,1.75
2960.0,1.69
2970.0,1.72
2980.0,1.66
2990.0,1.68
3000.0,1.62
3010.0,1.65
3020.0,1.57
3030.0,1.62
3040.0,1.56
